pc_time_s,seq_id,module_id,status,tx_drops,EMG R env,EMG L env,EMG R act,EMG L act,FSR RH,FSR RT,FSR LH,FSR LT,Phase R,Phase L,Gait R,Gait L,Thigh R,Thigh L,Tau R,Tau L
0.7900,8747,240,0,0,0.001394,0.009912,0.000000,0.000000,1.500000,1.500000,1.376692,1.500000,0.579143,0.794238,1.000000,2.000000,5.910645,-17.050781,0.000000,0.000000
0.8000,8748,240,0,0,0.001407,0.009380,0.000000,0.000000,1.500000,1.500000,1.376348,1.500000,0.585878,0.796738,1.000000,2.000000,5.888672,-17.050781,0.000000,0.000000
0.8100,8749,240,0,0,0.001855,0.009270,0.000000,0.000000,1.500000,1.500000,1.376046,1.500000,0.592612,0.799238,1.000000,2.000000,5.866699,-17.072754,0.000000,0.000000
0.8200,8750,240,0,0,0.002115,0.009774,0.000000,0.000000,1.500000,1.500000,1.374375,1.500000,0.599346,0.801737,1.000000,2.000000,5.844727,-17.094727,0.000000,0.000000
0.8300,8751,240,0,0,0.001978,0.009804,0.000000,0.000000,1.500000,1.500000,1.373471,1.500000,0.606080,0.804237,1.000000,2.000000,5.844727,-17.116699,0.000000,0.000000
0.8400,8752,240,0,0,0.002068,0.010223,0.000000,0.000000,1.500000,1.500000,1.371793,1.500000,0.612814,0.806737,1.000000,2.000000,5.822754,-17.138672,0.000000,0.000000
0.8500,8753,240,0,0,0.001905,0.009908,0.000000,0.000000,1.500000,1.500000,1.370150,1.500000,0.619548,0.809237,1.000000,2.000000,5.800781,-17.160645,0.000000,0.000000
0.8600,8754,240,0,0,0.001633,0.009259,0.000000,0.000000,1.500000,1.500000,1.369454,1.500000,0.626282,0.811737,1.000000,2.000000,5.778809,-17.182617,0.000000,0.000000
0.8700,8755,240,0,0,0.001784,0.009577,0.000000,0.000000,1.500000,1.500000,1.368007,1.500000,0.633017,0.814237,1.000000,2.000000,5.756836,-17.204590,0.000000,0.000000
0.8800,8756,240,0,0,0.001676,0.009354,0.000000,0.000000,1.500000,1.500000,1.366989,1.500000,0.639751,0.816736,1.000000,2.000000,5.734863,-17.226562,0.000000,0.000000
0.8900,8757,240,0,0,0.001605,0.009595,0.000000,0.000000,1.500000,1.500000,1.364620,1.500000,0.646485,0.819236,1.000000,2.000000,5.712891,-17.248535,0.000000,0.000000
0.9000,8758,240,0,0,0.001463,0.009654,0.000000,0.000000,1.500000,1.500000,1.365213,1.500000,0.653219,0.821736,1.000000,2.000000,5.712891,-17.270508,0.000000,0.000000
0.9100,8759,240,0,0,0.001410,0.009963,0.000000,0.000000,1.500000,1.500000,1.365013,1.500000,0.659953,0.824236,1.000000,2.000000,5.690918,-17.270508,0.000000,0.000000
0.9200,8760,240,0,0,0.001391,0.010503,0.000000,0.000000,1.500000,1.500000,1.364091,1.500000,0.666687,0.826736,1.000000,2.000000,5.690918,-17.292480,0.000000,0.000000
0.9300,8761,240,0,0,0.001393,0.010625,0.000000,0.000000,1.500000,1.500000,1.364551,1.500000,0.673421,0.829235,1.000000,2.000000,5.690918,-17.292480,0.000000,0.000000
0.9400,8762,240,0,0,0.001512,0.010924,0.000000,0.000000,1.500000,1.500000,1.365414,1.500000,0.680155,0.831735,1.000000,2.000000,5.668945,-17.314453,0.000000,0.000000
0.9500,8763,240,0,0,0.001539,0.010873,0.000000,0.000000,1.500000,1.500000,1.363951,1.500000,0.686890,0.834235,1.000000,2.000000,5.668945,-17.314453,0.000000,0.000000
0.9600,8764,240,0,0,0.001908,0.010992,0.000000,0.000000,1.500000,1.500000,1.363613,1.500000,0.693624,0.836735,1.000000,2.000000,5.668945,-17.314453,0.000000,0.000000
0.9700,8765,240,0,0,0.001944,0.010939,0.000000,0.000000,1.500000,1.500000,1.363585,1.500000,0.700358,0.839235,1.000000,2.000000,5.668945,-17.314453,0.000000,0.000000
0.9800,8766,240,0,0,0.002071,0.011020,0.000000,0.000000,1.500000,1.500000,1.362562,1.500000,0.707092,0.841735,1.000000,2.000000,5.668945,-17.314453,0.000000,0.000000
0.9900,8767,240,0,0,0.001847,0.010758,0.000000,0.000000,1.500000,1.500000,1.361785,1.500000,0.713826,0.844234,1.000000,2.000000,5.668945,-17.314453,0.000000,0.000000
1.0000,8768,240,0,0,0.001639,0.010738,0.000000,0.000000,1.500000,1.500000,1.361053,1.500000,0.720560,0.846734,1.000000,2.000000,5.668945,-17.314453,0.000000,0.000000
1.0100,8769,240,0,0,0.001543,0.011102,0.000000,0.000000,1.500000,1.500000,1.359363,1.500000,0.727294,0.849234,1.000000,2.000000,5.690918,-17.314453,0.000000,0.000000
1.0200,8770,240,0,0,0.001399,0.010824,0.000000,0.000000,1.500000,1.500000,1.358570,1.500000,0.734029,0.851734,1.000000,2.000000,5.690918,-17.292480,0.000000,0.000000
1.0300,8771,240,0,0,0.001456,0.010282,0.000000,0.000000,1.500000,1.500000,1.357269,1.500000,0.740763,0.854234,1.000000,2.000000,5.690918,-17.292480,0.000000,0.000000
